"fdate","vdate","geounit","soilm"
"1992-05-01","1992-05-01","BRA.PI.03",349
"1992-05-01","1992-05-01","BRA.PI.04",227.2
"1992-05-01","1992-05-01","BRA.PR.01",620.6
"1992-05-01","1992-05-01","BRA.PR.02",656.7
"1992-05-01","1992-05-01","BRA.PR.03",642.4
"1992-05-01","1992-05-01","BRA.PR.04",621.5
"1992-05-01","1992-05-01","BRA.PR.05",622.9
"1992-05-01","1992-05-01","BRA.PR.06",662.8
"1992-05-01","1992-05-01","BRA.PR.07",670.7
"1992-05-01","1992-05-01","BRA.PR.08",670.2
"1992-05-01","1992-05-01","BRA.PR.09",650.9
"1992-05-01","1992-05-01","BRA.PR.10",598.3
"1992-05-01","1992-05-01","BRA.RJ.01",462.9
"1992-05-01","1992-05-01","BRA.RJ.02",349.7
"1992-05-01","1992-05-01","BRA.RJ.03",456.2
"1992-05-01","1992-05-01","BRA.RJ.04",481.4
"1992-05-01","1992-05-01","BRA.RJ.05",489.3
"1992-05-01","1992-05-01","BRA.RJ.06",423.9
"1992-05-01","1992-05-01","BRA.RN.01",304.3
"1992-05-01","1992-05-01","BRA.RN.02",252.7
"1992-05-01","1992-05-01","BRA.RN.03",296.4
"1992-05-01","1992-05-01","BRA.RN.04",437.7
"1992-05-01","1992-05-01","BRA.RO.01",529.9
"1992-05-01","1992-05-01","BRA.RO.02",543.9
"1992-05-01","1992-05-01","BRA.RR.01",370.6
"1992-05-01","1992-05-01","BRA.RR.02",420.9
"1992-05-01","1992-05-01","BRA.RS.01",629.2
"1992-05-01","1992-05-01","BRA.RS.02",582.6
"1992-05-01","1992-05-01","BRA.RS.03",620.2
"1992-05-01","1992-05-01","BRA.RS.04",602.3
"1992-05-01","1992-05-01","BRA.RS.05",513.7
"1992-05-01","1992-05-01","BRA.RS.06",644.8
"1992-05-01","1992-05-01","BRA.RS.07",621.2
"1992-05-01","1992-05-01","BRA.SC.01",632.2
"1992-05-01","1992-05-01","BRA.SC.02",633.1
"1992-05-01","1992-05-01","BRA.SC.03",582.5
"1992-05-01","1992-05-01","BRA.SC.04",587.9
"1992-05-01","1992-05-01","BRA.SC.05",553.1
"1992-05-01","1992-05-01","BRA.SC.06",537.1
"1992-05-01","1992-05-01","BRA.SE.01",262.3
"1992-05-01","1992-05-01","BRA.SE.02",338.8
"1992-05-01","1992-05-01","BRA.SE.03",372.3
"1992-05-01","1992-05-01","BRA.SP.01",520.6
"1992-05-01","1992-05-01","BRA.SP.02",540.2
"1992-05-01","1992-05-01","BRA.SP.03",511.4
"1992-05-01","1992-05-01","BRA.SP.04",551.1
"1992-05-01","1992-05-01","BRA.SP.05",508.3
"1992-05-01","1992-05-01","BRA.SP.06",499.7
"1992-05-01","1992-05-01","BRA.SP.07",508.7
"1992-05-01","1992-05-01","BRA.SP.08",565.7
"1992-05-01","1992-05-01","BRA.SP.09",572.9
"1992-05-01","1992-05-01","BRA.SP.10",586.9
"1992-05-01","1992-05-01","BRA.SP.11",561.5
"1992-05-01","1992-05-01","BRA.SP.12",523
"1992-05-01","1992-05-01","BRA.SP.13",504.5
"1992-05-01","1992-05-01","BRA.SP.14",554.2
"1992-05-01","1992-05-01","BRA.SP.15",532.9
"1992-05-01","1992-05-01","BRA.TO.01",483
"1992-05-01","1992-05-01","BRA.TO.02",469.7
"1992-06-01","1992-06-01","BRA.AC.01",461.5
"1992-06-01","1992-06-01","BRA.AC.02",457.1
"1992-06-01","1992-06-01","BRA.AL.01",191.3
"1992-06-01","1992-06-01","BRA.AL.02",322.5
"1992-06-01","1992-06-01","BRA.AL.03",475
"1992-06-01","1992-06-01","BRA.AM.01",583.3
"1992-06-01","1992-06-01","BRA.AM.02",553
"1992-06-01","1992-06-01","BRA.AM.03",502.1
"1992-06-01","1992-06-01","BRA.AM.04",495.3
"1992-06-01","1992-06-01","BRA.AP.01",591.9
"1992-06-01","1992-06-01","BRA.AP.02",565.9
"1992-06-01","1992-06-01","BRA.BA.01",334.3
"1992-06-01","1992-06-01","BRA.BA.02",202.4
"1992-06-01","1992-06-01","BRA.BA.03",313.4
"1992-06-01","1992-06-01","BRA.BA.04",231.9
"1992-06-01","1992-06-01","BRA.BA.05",394.1
"1992-06-01","1992-06-01","BRA.BA.06",334.3
"1992-06-01","1992-06-01","BRA.BA.07",481.4
"1992-06-01","1992-06-01","BRA.CE.01",271.8
"1992-06-01","1992-06-01","BRA.CE.02",293.3
"1992-06-01","1992-06-01","BRA.CE.03",380.7
"1992-06-01","1992-06-01","BRA.CE.04",237.9
"1992-06-01","1992-06-01","BRA.CE.05",264.3
"1992-06-01","1992-06-01","BRA.CE.06",326.3
"1992-06-01","1992-06-01","BRA.CE.07",300.6
"1992-06-01","1992-06-01","BRA.DF.01",474.8
"1992-06-01","1992-06-01","BRA.ES.01",390.3
"1992-06-01","1992-06-01","BRA.ES.02",393.7
"1992-06-01","1992-06-01","BRA.ES.03",373.8
"1992-06-01","1992-06-01","BRA.ES.04",382.9
"1992-06-01","1992-06-01","BRA.GO.01",378.9
"1992-06-01","1992-06-01","BRA.GO.02",412.5
"1992-06-01","1992-06-01","BRA.GO.03",425.7
"1992-06-01","1992-06-01","BRA.GO.04",437
"1992-06-01","1992-06-01","BRA.GO.05",429
"1992-06-01","1992-06-01","BRA.MA.01",394
"1992-06-01","1992-06-01","BRA.MA.02",447.2
"1992-06-01","1992-06-01","BRA.MA.03",350
"1992-06-01","1992-06-01","BRA.MA.04",331.5
"1992-06-01","1992-06-01","BRA.MA.05",342.1
"1992-06-01","1992-06-01","BRA.MG.01",423.3
"1992-06-01","1992-06-01","BRA.MG.02",339
"1992-06-01","1992-06-01","BRA.MG.03",378.2
"1992-06-01","1992-06-01","BRA.MG.04",418.2
"1992-06-01","1992-06-01","BRA.MG.05",445.3
"1992-06-01","1992-06-01","BRA.MG.06",389.5
"1992-06-01","1992-06-01","BRA.MG.07",403.2
"1992-06-01","1992-06-01","BRA.MG.08",378
"1992-06-01","1992-06-01","BRA.MG.09",450.5
"1992-06-01","1992-06-01","BRA.MG.10",467.1
"1992-06-01","1992-06-01","BRA.MG.11",444.5
"1992-06-01","1992-06-01","BRA.MG.12",425
"1992-06-01","1992-06-01","BRA.MS.01",450.5
"1992-06-01","1992-06-01","BRA.MS.02",464.8
"1992-06-01","1992-06-01","BRA.MS.03",486.8
"1992-06-01","1992-06-01","BRA.MS.04",614.8
"1992-06-01","1992-06-01","BRA.MT.01",439.7
"1992-06-01","1992-06-01","BRA.MT.02",393.8
"1992-06-01","1992-06-01","BRA.MT.03",432.2
"1992-06-01","1992-06-01","BRA.MT.04",385
"1992-06-01","1992-06-01","BRA.MT.05",385.1
"1992-06-01","1992-06-01","BRA.PA.01",510.1
"1992-06-01","1992-06-01","BRA.PA.02",581.2
"1992-06-01","1992-06-01","BRA.PA.03",567.1
"1992-06-01","1992-06-01","BRA.PA.04",521.8
"1992-06-01","1992-06-01","BRA.PA.05",464.9
"1992-06-01","1992-06-01","BRA.PA.06",423
"1992-06-01","1992-06-01","BRA.PB.01",286.6
"1992-06-01","1992-06-01","BRA.PB.02",232.2
"1992-06-01","1992-06-01","BRA.PB.03",327.2
"1992-06-01","1992-06-01","BRA.PB.04",484.3
"1992-06-01","1992-06-01","BRA.PE.01",221.6
"1992-06-01","1992-06-01","BRA.PE.02",181
"1992-06-01","1992-06-01","BRA.PE.03",321.4
"1992-06-01","1992-06-01","BRA.PE.04",489.3
"1992-06-01","1992-06-01","BRA.PE.05",526.7
"1992-06-01","1992-06-01","BRA.PI.01",324.1
"1992-06-01","1992-06-01","BRA.PI.02",295.9
"1992-06-01","1992-06-01","BRA.PI.03",272
"1992-06-01","1992-06-01","BRA.PI.04",174.4
"1992-06-01","1992-06-01","BRA.PR.01",620.5
"1992-06-01","1992-06-01","BRA.PR.02",662.2
"1992-06-01","1992-06-01","BRA.PR.03",631.7
"1992-06-01","1992-06-01","BRA.PR.04",593.6
"1992-06-01","1992-06-01","BRA.PR.05",617.7
"1992-06-01","1992-06-01","BRA.PR.06",670.8
"1992-06-01","1992-06-01","BRA.PR.07",691.7
"1992-06-01","1992-06-01","BRA.PR.08",688.7
"1992-06-01","1992-06-01","BRA.PR.09",673.6
"1992-06-01","1992-06-01","BRA.PR.10",611.4
"1992-06-01","1992-06-01","BRA.RJ.01",415.7
"1992-06-01","1992-06-01","BRA.RJ.02",329.2
"1992-06-01","1992-06-01","BRA.RJ.03",413.1
"1992-06-01","1992-06-01","BRA.RJ.04",462.2
"1992-06-01","1992-06-01","BRA.RJ.05",433.3
"1992-06-01","1992-06-01","BRA.RJ.06",379.5
"1992-06-01","1992-06-01","BRA.RN.01",252.2
"1992-06-01","1992-06-01","BRA.RN.02",215.6
"1992-06-01","1992-06-01","BRA.RN.03",292.3
"1992-06-01","1992-06-01","BRA.RN.04",450.6
"1992-06-01","1992-06-01","BRA.RO.01",442.9
"1992-06-01","1992-06-01","BRA.RO.02",441.2
"1992-06-01","1992-06-01","BRA.RR.01",449.4
"1992-06-01","1992-06-01","BRA.RR.02",459.3
"1992-06-01","1992-06-01","BRA.RS.01",657
"1992-06-01","1992-06-01","BRA.RS.02",606.3
"1992-06-01","1992-06-01","BRA.RS.03",627.7
"1992-06-01","1992-06-01","BRA.RS.04",609.3
"1992-06-01","1992-06-01","BRA.RS.05",535.3
"1992-06-01","1992-06-01","BRA.RS.06",645.9
"1992-06-01","1992-06-01","BRA.RS.07",630
"1992-06-01","1992-06-01","BRA.SC.01",668.2
"1992-06-01","1992-06-01","BRA.SC.02",668.6
"1992-06-01","1992-06-01","BRA.SC.03",627.9
"1992-06-01","1992-06-01","BRA.SC.04",632.3
"1992-06-01","1992-06-01","BRA.SC.05",586.7
"1992-06-01","1992-06-01","BRA.SC.06",556.7
"1992-06-01","1992-06-01","BRA.SE.01",264.9
"1992-06-01","1992-06-01","BRA.SE.02",358.7
"1992-06-01","1992-06-01","BRA.SE.03",407
"1992-06-01","1992-06-01","BRA.SP.01",457
"1992-06-01","1992-06-01","BRA.SP.02",463
"1992-06-01","1992-06-01","BRA.SP.03",467
"1992-06-01","1992-06-01","BRA.SP.04",496.9
"1992-06-01","1992-06-01","BRA.SP.05",456.7
"1992-06-01","1992-06-01","BRA.SP.06",448.7
"1992-06-01","1992-06-01","BRA.SP.07",451.1
"1992-06-01","1992-06-01","BRA.SP.08",540.3
"1992-06-01","1992-06-01","BRA.SP.09",518.7
"1992-06-01","1992-06-01","BRA.SP.10",546.4
"1992-06-01","1992-06-01","BRA.SP.11",517
"1992-06-01","1992-06-01","BRA.SP.12",466.8
"1992-06-01","1992-06-01","BRA.SP.13",452.4
"1992-06-01","1992-06-01","BRA.SP.14",521.2
"1992-06-01","1992-06-01","BRA.SP.15",486.2
"1992-06-01","1992-06-01","BRA.TO.01",373.4
"1992-06-01","1992-06-01","BRA.TO.02",373.5
"1992-07-01","1992-07-01","BRA.AC.01",413.1
"1992-07-01","1992-07-01","BRA.AC.02",412.5
"1992-07-01","1992-07-01","BRA.AL.01",198.2
"1992-07-01","1992-07-01","BRA.AL.02",362.6
"1992-07-01","1992-07-01","BRA.AL.03",529.5
"1992-07-01","1992-07-01","BRA.AM.01",583.5
"1992-07-01","1992-07-01","BRA.AM.02",526.9
"1992-07-01","1992-07-01","BRA.AM.03",468.5
"1992-07-01","1992-07-01","BRA.AM.04",431.6
"1992-07-01","1992-07-01","BRA.AP.01",530.1
"1992-07-01","1992-07-01","BRA.AP.02",522
"1992-07-01","1992-07-01","BRA.BA.01",277.3
"1992-07-01","1992-07-01","BRA.BA.02",168.5
"1992-07-01","1992-07-01","BRA.BA.03",309.9
"1992-07-01","1992-07-01","BRA.BA.04",257.5
"1992-07-01","1992-07-01","BRA.BA.05",465.8
"1992-07-01","1992-07-01","BRA.BA.06",313.5
"1992-07-01","1992-07-01","BRA.BA.07",498.1
"1992-07-01","1992-07-01","BRA.CE.01",216.8
"1992-07-01","1992-07-01","BRA.CE.02",237.3
"1992-07-01","1992-07-01","BRA.CE.03",315.6
"1992-07-01","1992-07-01","BRA.CE.04",197
"1992-07-01","1992-07-01","BRA.CE.05",213.7
"1992-07-01","1992-07-01","BRA.CE.06",271.3
"1992-07-01","1992-07-01","BRA.CE.07",251.8
"1992-07-01","1992-07-01","BRA.DF.01",400.5
"1992-07-01","1992-07-01","BRA.ES.01",370.2
"1992-07-01","1992-07-01","BRA.ES.02",395
"1992-07-01","1992-07-01","BRA.ES.03",384.4
"1992-07-01","1992-07-01","BRA.ES.04",373
"1992-07-01","1992-07-01","BRA.GO.01",307.1
"1992-07-01","1992-07-01","BRA.GO.02",342.4
"1992-07-01","1992-07-01","BRA.GO.03",350.8
"1992-07-01","1992-07-01","BRA.GO.04",367.5
"1992-07-01","1992-07-01","BRA.GO.05",358.6
"1992-07-01","1992-07-01","BRA.MA.01",336.5
"1992-07-01","1992-07-01","BRA.MA.02",382.5
"1992-07-01","1992-07-01","BRA.MA.03",280.5
"1992-07-01","1992-07-01","BRA.MA.04",259.6
"1992-07-01","1992-07-01","BRA.MA.05",268.4
"1992-07-01","1992-07-01","BRA.MG.01",356.4
"1992-07-01","1992-07-01","BRA.MG.02",287.4
"1992-07-01","1992-07-01","BRA.MG.03",339
"1992-07-01","1992-07-01","BRA.MG.04",392.3
"1992-07-01","1992-07-01","BRA.MG.05",377.6
"1992-07-01","1992-07-01","BRA.MG.06",329.2
"1992-07-01","1992-07-01","BRA.MG.07",346.6
"1992-07-01","1992-07-01","BRA.MG.08",335.4
"1992-07-01","1992-07-01","BRA.MG.09",394.3
"1992-07-01","1992-07-01","BRA.MG.10",426.3
"1992-07-01","1992-07-01","BRA.MG.11",393.1
"1992-07-01","1992-07-01","BRA.MG.12",379.8
"1992-07-01","1992-07-01","BRA.MS.01",385
"1992-07-01","1992-07-01","BRA.MS.02",391.7
"1992-07-01","1992-07-01","BRA.MS.03",425.9
"1992-07-01","1992-07-01","BRA.MS.04",551.1
"1992-07-01","1992-07-01","BRA.MT.01",355
"1992-07-01","1992-07-01","BRA.MT.02",312
"1992-07-01","1992-07-01","BRA.MT.03",375.5
"1992-07-01","1992-07-01","BRA.MT.04",318.9
"1992-07-01","1992-07-01","BRA.MT.05",321.8
"1992-07-01","1992-07-01","BRA.PA.01",476
"1992-07-01","1992-07-01","BRA.PA.02",537.8
"1992-07-01","1992-07-01","BRA.PA.03",537.9
"1992-07-01","1992-07-01","BRA.PA.04",470.6
"1992-07-01","1992-07-01","BRA.PA.05",387.1
"1992-07-01","1992-07-01","BRA.PA.06",339.7
"1992-07-01","1992-07-01","BRA.PB.01",236.2
"1992-07-01","1992-07-01","BRA.PB.02",220.9
"1992-07-01","1992-07-01","BRA.PB.03",333.8
"1992-07-01","1992-07-01","BRA.PB.04",513.5
"1992-07-01","1992-07-01","BRA.PE.01",187.9
"1992-07-01","1992-07-01","BRA.PE.02",150.7
"1992-07-01","1992-07-01","BRA.PE.03",335.9
"1992-07-01","1992-07-01","BRA.PE.04",540.2
"1992-07-01","1992-07-01","BRA.PE.05",576.7
"1992-07-01","1992-07-01","BRA.PI.01",251.9
"1992-07-01","1992-07-01","BRA.PI.02",229.6
"1992-07-01","1992-07-01","BRA.PI.03",212.5
"1992-07-01","1992-07-01","BRA.PI.04",136.7
"1992-07-01","1992-07-01","BRA.PR.01",568.9
"1992-07-01","1992-07-01","BRA.PR.02",626.9
"1992-07-01","1992-07-01","BRA.PR.03",577.7
"1992-07-01","1992-07-01","BRA.PR.04",530.9
"1992-07-01","1992-07-01","BRA.PR.05",583.1
"1992-07-01","1992-07-01","BRA.PR.06",646.3
"1992-07-01","1992-07-01","BRA.PR.07",675.1
"1992-07-01","1992-07-01","BRA.PR.08",664.5
"1992-07-01","1992-07-01","BRA.PR.09",646.9
"1992-07-01","1992-07-01","BRA.PR.10",592.8
"1992-07-01","1992-07-01","BRA.RJ.01",377.9
"1992-07-01","1992-07-01","BRA.RJ.02",321.3
"1992-07-01","1992-07-01","BRA.RJ.03",377.7
"1992-07-01","1992-07-01","BRA.RJ.04",461.5
"1992-07-01","1992-07-01","BRA.RJ.05",409.6
"1992-07-01","1992-07-01","BRA.RJ.06",368.1
"1992-07-01","1992-07-01","BRA.RN.01",203.1
"1992-07-01","1992-07-01","BRA.RN.02",183.1
"1992-07-01","1992-07-01","BRA.RN.03",284.2
"1992-07-01","1992-07-01","BRA.RN.04",450.2
"1992-07-01","1992-07-01","BRA.RO.01",374.1
"1992-07-01","1992-07-01","BRA.RO.02",368.3
"1992-07-01","1992-07-01","BRA.RR.01",527.8
"1992-07-01","1992-07-01","BRA.RR.02",517.2
"1992-07-01","1992-07-01","BRA.RS.01",649.4
"1992-07-01","1992-07-01","BRA.RS.02",623.2
"1992-07-01","1992-07-01","BRA.RS.03",623.1
"1992-07-01","1992-07-01","BRA.RS.04",627.2
"1992-07-01","1992-07-01","BRA.RS.05",576.8
"1992-07-01","1992-07-01","BRA.RS.06",637.7
"1992-07-01","1992-07-01","BRA.RS.07",645
"1992-07-01","1992-07-01","BRA.SC.01",664.2
"1992-07-01","1992-07-01","BRA.SC.02",645.8
"1992-07-01","1992-07-01","BRA.SC.03",629
"1992-07-01","1992-07-01","BRA.SC.04",630.2
"1992-07-01","1992-07-01","BRA.SC.05",591
"1992-07-01","1992-07-01","BRA.SC.06",555.4
"1992-07-01","1992-07-01","BRA.SE.01",310.4
"1992-07-01","1992-07-01","BRA.SE.02",426.9
"1992-07-01","1992-07-01","BRA.SE.03",478.5
"1992-07-01","1992-07-01","BRA.SP.01",392.5
"1992-07-01","1992-07-01","BRA.SP.02",408.9
"1992-07-01","1992-07-01","BRA.SP.03",409.5
"1992-07-01","1992-07-01","BRA.SP.04",437.9
"1992-07-01","1992-07-01","BRA.SP.05",410.2
"1992-07-01","1992-07-01","BRA.SP.06",411.5
"1992-07-01","1992-07-01","BRA.SP.07",413.1
"1992-07-01","1992-07-01","BRA.SP.08",478.3
"1992-07-01","1992-07-01","BRA.SP.09",451.7
"1992-07-01","1992-07-01","BRA.SP.10",476.8
"1992-07-01","1992-07-01","BRA.SP.11",468.7
"1992-07-01","1992-07-01","BRA.SP.12",428.3
"1992-07-01","1992-07-01","BRA.SP.13",432.4
"1992-07-01","1992-07-01","BRA.SP.14",499.8
"1992-07-01","1992-07-01","BRA.SP.15",455.3
"1992-07-01","1992-07-01","BRA.TO.01",289.4
"1992-07-01","1992-07-01","BRA.TO.02",298.4
"1992-08-01","1992-08-01","BRA.AC.01",376.3
"1992-08-01","1992-08-01","BRA.AC.02",366.4
"1992-08-01","1992-08-01","BRA.AL.01",194.4
"1992-08-01","1992-08-01","BRA.AL.02",371
"1992-08-01","1992-08-01","BRA.AL.03",531.2
"1992-08-01","1992-08-01","BRA.AM.01",581.1
"1992-08-01","1992-08-01","BRA.AM.02",505.4
"1992-08-01","1992-08-01","BRA.AM.03",455.6
"1992-08-01","1992-08-01","BRA.AM.04",380.4
"1992-08-01","1992-08-01","BRA.AP.01",488.1
"1992-08-01","1992-08-01","BRA.AP.02",482.5
"1992-08-01","1992-08-01","BRA.BA.01",230.2
"1992-08-01","1992-08-01","BRA.BA.02",138.2
"1992-08-01","1992-08-01","BRA.BA.03",283.6
"1992-08-01","1992-08-01","BRA.BA.04",258.7
"1992-08-01","1992-08-01","BRA.BA.05",465.9
"1992-08-01","1992-08-01","BRA.BA.06",279
"1992-08-01","1992-08-01","BRA.BA.07",483.6
"1992-08-01","1992-08-01","BRA.CE.01",167.9
"1992-08-01","1992-08-01","BRA.CE.02",186.8
"1992-08-01","1992-08-01","BRA.CE.03",251
"1992-08-01","1992-08-01","BRA.CE.04",154.4
"1992-08-01","1992-08-01","BRA.CE.05",165.9
"1992-08-01","1992-08-01","BRA.CE.06",213.7
"1992-08-01","1992-08-01","BRA.CE.07",201.2
"1992-08-01","1992-08-01","BRA.DF.01",354.3
"1992-08-01","1992-08-01","BRA.ES.01",351.7
"1992-08-01","1992-08-01","BRA.ES.02",394.9
"1992-08-01","1992-08-01","BRA.ES.03",397
"1992-08-01","1992-08-01","BRA.ES.04",371.8
"1992-08-01","1992-08-01","BRA.GO.01",247.6
"1992-08-01","1992-08-01","BRA.GO.02",287.1
"1992-08-01","1992-08-01","BRA.GO.03",290.8
"1992-08-01","1992-08-01","BRA.GO.04",319.7
"1992-08-01","1992-08-01","BRA.GO.05",304.5
"1992-08-01","1992-08-01","BRA.MA.01",274.1
"1992-08-01","1992-08-01","BRA.MA.02",316.3
"1992-08-01","1992-08-01","BRA.MA.03",216.9
"1992-08-01","1992-08-01","BRA.MA.04",197.2
"1992-08-01","1992-08-01","BRA.MA.05",205.6
"1992-08-01","1992-08-01","BRA.MG.01",302.2
"1992-08-01","1992-08-01","BRA.MG.02",246.4
"1992-08-01","1992-08-01","BRA.MG.03",303.7
"1992-08-01","1992-08-01","BRA.MG.04",371.3
"1992-08-01","1992-08-01","BRA.MG.05",324.2
"1992-08-01","1992-08-01","BRA.MG.06",277.4
"1992-08-01","1992-08-01","BRA.MG.07",302
"1992-08-01","1992-08-01","BRA.MG.08",299.4
"1992-08-01","1992-08-01","BRA.MG.09",343.4
"1992-08-01","1992-08-01","BRA.MG.10",386.7
"1992-08-01","1992-08-01","BRA.MG.11",351.1
"1992-08-01","1992-08-01","BRA.MG.12",344.7
"1992-08-01","1992-08-01","BRA.MS.01",354.2
"1992-08-01","1992-08-01","BRA.MS.02",344.2
"1992-08-01","1992-08-01","BRA.MS.03",381.2
"1992-08-01","1992-08-01","BRA.MS.04",518.3
"1992-08-01","1992-08-01","BRA.MT.01",312.6
"1992-08-01","1992-08-01","BRA.MT.02",255.3
"1992-08-01","1992-08-01","BRA.MT.03",343.4
"1992-08-01","1992-08-01","BRA.MT.04",278.4
"1992-08-01","1992-08-01","BRA.MT.05",286.7
"1992-08-01","1992-08-01","BRA.PA.01",442.8
"1992-08-01","1992-08-01","BRA.PA.02",483.4
"1992-08-01","1992-08-01","BRA.PA.03",500.3
"1992-08-01","1992-08-01","BRA.PA.04",420.2
"1992-08-01","1992-08-01","BRA.PA.05",337.8
"1992-08-01","1992-08-01","BRA.PA.06",278.8
"1992-08-01","1992-08-01","BRA.PB.01",190.7
"1992-08-01","1992-08-01","BRA.PB.02",203.9
"1992-08-01","1992-08-01","BRA.PB.03",315.5
"1992-08-01","1992-08-01","BRA.PB.04",484.2
"1992-08-01","1992-08-01","BRA.PE.01",156.4
"1992-08-01","1992-08-01","BRA.PE.02",123.3
"1992-08-01","1992-08-01","BRA.PE.03",334.9
"1992-08-01","1992-08-01","BRA.PE.04",541.6
"1992-08-01","1992-08-01","BRA.PE.05",566.5
"1992-08-01","1992-08-01","BRA.PI.01",191.7
"1992-08-01","1992-08-01","BRA.PI.02",176.5
"1992-08-01","1992-08-01","BRA.PI.03",164.4
"1992-08-01","1992-08-01","BRA.PI.04",105.4
"1992-08-01","1992-08-01","BRA.PR.01",537.8
"1992-08-01","1992-08-01","BRA.PR.02",613.5
"1992-08-01","1992-08-01","BRA.PR.03",544.8
"1992-08-01","1992-08-01","BRA.PR.04",485.7
"1992-08-01","1992-08-01","BRA.PR.05",573.4
"1992-08-01","1992-08-01","BRA.PR.06",644.5
"1992-08-01","1992-08-01","BRA.PR.07",664.7
"1992-08-01","1992-08-01","BRA.PR.08",661.4
"1992-08-01","1992-08-01","BRA.PR.09",642.4
"1992-08-01","1992-08-01","BRA.PR.10",599.2
"1992-08-01","1992-08-01","BRA.RJ.01",347.8
"1992-08-01","1992-08-01","BRA.RJ.02",309.3
"1992-08-01","1992-08-01","BRA.RJ.03",347.7
"1992-08-01","1992-08-01","BRA.RJ.04",461.2
"1992-08-01","1992-08-01","BRA.RJ.05",394.5
"1992-08-01","1992-08-01","BRA.RJ.06",367.2
"1992-08-01","1992-08-01","BRA.RN.01",160.3
"1992-08-01","1992-08-01","BRA.RN.02",151.8
"1992-08-01","1992-08-01","BRA.RN.03",256.6
"1992-08-01","1992-08-01","BRA.RN.04",417.6
"1992-08-01","1992-08-01","BRA.RO.01",333.2
"1992-08-01","1992-08-01","BRA.RO.02",324.2
"1992-08-01","1992-08-01","BRA.RR.01",565.5
"1992-08-01","1992-08-01","BRA.RR.02",558
"1992-08-01","1992-08-01","BRA.RS.01",639.5
"1992-08-01","1992-08-01","BRA.RS.02",638.1
"1992-08-01","1992-08-01","BRA.RS.03",604.3
"1992-08-01","1992-08-01","BRA.RS.04",625.4
"1992-08-01","1992-08-01","BRA.RS.05",585.6
"1992-08-01","1992-08-01","BRA.RS.06",605.6
"1992-08-01","1992-08-01","BRA.RS.07",621.2
"1992-08-01","1992-08-01","BRA.SC.01",661.8
"1992-08-01","1992-08-01","BRA.SC.02",640
"1992-08-01","1992-08-01","BRA.SC.03",639.3
"1992-08-01","1992-08-01","BRA.SC.04",634.6
"1992-08-01","1992-08-01","BRA.SC.05",603.8
"1992-08-01","1992-08-01","BRA.SC.06",569.1
"1992-08-01","1992-08-01","BRA.SE.01",319.8
"1992-08-01","1992-08-01","BRA.SE.02",436.9
"1992-08-01","1992-08-01","BRA.SE.03",489.8
"1992-08-01","1992-08-01","BRA.SP.01",342.8
"1992-08-01","1992-08-01","BRA.SP.02",356.3
"1992-08-01","1992-08-01","BRA.SP.03",361.8
"1992-08-01","1992-08-01","BRA.SP.04",390.1
"1992-08-01","1992-08-01","BRA.SP.05",371.7
"1992-08-01","1992-08-01","BRA.SP.06",374.3
"1992-08-01","1992-08-01","BRA.SP.07",378.8
"1992-08-01","1992-08-01","BRA.SP.08",426.8
"1992-08-01","1992-08-01","BRA.SP.09",393.5
"1992-08-01","1992-08-01","BRA.SP.10",423.4
"1992-08-01","1992-08-01","BRA.SP.11",438.8
"1992-08-01","1992-08-01","BRA.SP.12",400.8
"1992-08-01","1992-08-01","BRA.SP.13",419.6
"1992-08-01","1992-08-01","BRA.SP.14",500.9
"1992-08-01","1992-08-01","BRA.SP.15",440.2
"1992-08-01","1992-08-01","BRA.TO.01",223.4
"1992-08-01","1992-08-01","BRA.TO.02",235.1
"1992-09-01","1992-09-01","BRA.AC.01",363.4
"1992-09-01","1992-09-01","BRA.AC.02",379.4
"1992-09-01","1992-09-01","BRA.AL.01",183
"1992-09-01","1992-09-01","BRA.AL.02",362.1
"1992-09-01","1992-09-01","BRA.AL.03",523.3
"1992-09-01","1992-09-01","BRA.AM.01",557.8
"1992-09-01","1992-09-01","BRA.AM.02",505
"1992-09-01","1992-09-01","BRA.AM.03",434.7
"1992-09-01","1992-09-01","BRA.AM.04",381.4
"1992-09-01","1992-09-01","BRA.AP.01",423.6
"1992-09-01","1992-09-01","BRA.AP.02",420.3
"1992-09-01","1992-09-01","BRA.BA.01",206.7
"1992-09-01","1992-09-01","BRA.BA.02",115.4
"1992-09-01","1992-09-01","BRA.BA.03",250.5
"1992-09-01","1992-09-01","BRA.BA.04",237.2
"1992-09-01","1992-09-01","BRA.BA.05",441
"1992-09-01","1992-09-01","BRA.BA.06",249.5
"1992-09-01","1992-09-01","BRA.BA.07",467.1
"1992-09-01","1992-09-01","BRA.CE.01",127.6
"1992-09-01","1992-09-01","BRA.CE.02",144.6
"1992-09-01","1992-09-01","BRA.CE.03",194.5
"1992-09-01","1992-09-01","BRA.CE.04",119
"1992-09-01","1992-09-01","BRA.CE.05",126.8
"1992-09-01","1992-09-01","BRA.CE.06",174.4
"1992-09-01","1992-09-01","BRA.CE.07",171
"1992-09-01","1992-09-01","BRA.DF.01",342.2
"1992-09-01","1992-09-01","BRA.ES.01",345.3
"1992-09-01","1992-09-01","BRA.ES.02",395.5
"1992-09-01","1992-09-01","BRA.ES.03",405.4
"1992-09-01","1992-09-01","BRA.ES.04",391.4
"1992-09-01","1992-09-01","BRA.GO.01",237.5
