"fdate","vdate","geounit","soilm"
"1980-12-01","1980-12-01","BRA.AC.01",488.6
"1980-12-01","1980-12-01","BRA.AC.02",526.2
"1980-12-01","1980-12-01","BRA.AL.01",152.8
"1980-12-01","1980-12-01","BRA.AL.02",233.1
"1980-12-01","1980-12-01","BRA.AL.03",336.3
"1980-12-01","1980-12-01","BRA.AM.01",557
"1980-12-01","1980-12-01","BRA.AM.02",597.6
"1980-12-01","1980-12-01","BRA.AM.03",516.6
"1980-12-01","1980-12-01","BRA.AM.04",543.7
"1980-12-01","1980-12-01","BRA.AP.01",406.2
"1980-12-01","1980-12-01","BRA.AP.02",322
"1980-12-01","1980-12-01","BRA.BA.01",478.5
"1980-12-01","1980-12-01","BRA.BA.02",243.6
"1980-12-01","1980-12-01","BRA.BA.03",254
"1980-12-01","1980-12-01","BRA.BA.04",191.6
"1980-12-01","1980-12-01","BRA.BA.05",398
"1980-12-01","1980-12-01","BRA.BA.06",325.3
"1980-12-01","1980-12-01","BRA.BA.07",450.9
"1980-12-01","1980-12-01","BRA.CE.01",72.7
"1980-12-01","1980-12-01","BRA.CE.02",62.9
"1980-12-01","1980-12-01","BRA.CE.03",83.8
"1980-12-01","1980-12-01","BRA.CE.04",73.8
"1980-12-01","1980-12-01","BRA.CE.05",59.7
"1980-12-01","1980-12-01","BRA.CE.06",148.2
"1980-12-01","1980-12-01","BRA.CE.07",219.6
"1980-12-01","1980-12-01","BRA.DF.01",488.1
"1980-12-01","1980-12-01","BRA.ES.01",478.7
"1980-12-01","1980-12-01","BRA.ES.02",493
"1980-12-01","1980-12-01","BRA.ES.03",518.8
"1980-12-01","1980-12-01","BRA.ES.04",504.1
"1980-12-01","1980-12-01","BRA.GO.01",545.2
"1980-12-01","1980-12-01","BRA.GO.02",574.4
"1980-12-01","1980-12-01","BRA.GO.03",501.1
"1980-12-01","1980-12-01","BRA.GO.04",514.5
"1980-12-01","1980-12-01","BRA.GO.05",455.7
"1980-12-01","1980-12-01","BRA.MA.01",204.2
"1980-12-01","1980-12-01","BRA.MA.02",267.8
"1980-12-01","1980-12-01","BRA.MA.03",279.6
"1980-12-01","1980-12-01","BRA.MA.04",244.2
"1980-12-01","1980-12-01","BRA.MA.05",436.4
"1980-12-01","1980-12-01","BRA.MG.01",463.3
"1980-12-01","1980-12-01","BRA.MG.02",384.9
"1980-12-01","1980-12-01","BRA.MG.03",400.1
"1980-12-01","1980-12-01","BRA.MG.04",423.4
"1980-12-01","1980-12-01","BRA.MG.05",477.8
"1980-12-01","1980-12-01","BRA.MG.06",438
"1980-12-01","1980-12-01","BRA.MG.07",498.7
"1980-12-01","1980-12-01","BRA.MG.08",462.9
"1980-12-01","1980-12-01","BRA.MG.09",496.7
"1980-12-01","1980-12-01","BRA.MG.10",523.2
"1980-12-01","1980-12-01","BRA.MG.11",494.6
"1980-12-01","1980-12-01","BRA.MG.12",494.7
"1980-12-01","1980-12-01","BRA.MS.01",462.4
"1980-12-01","1980-12-01","BRA.MS.02",544.5
"1980-12-01","1980-12-01","BRA.MS.03",525.1
"1980-12-01","1980-12-01","BRA.MS.04",531.9
"1980-12-01","1980-12-01","BRA.MT.01",585.2
"1980-12-01","1980-12-01","BRA.MT.02",550.6
"1980-12-01","1980-12-01","BRA.MT.03",469.7
"1980-12-01","1980-12-01","BRA.MT.04",430.6
"1980-12-01","1980-12-01","BRA.MT.05",538.4
"1980-12-01","1980-12-01","BRA.PA.01",348.3
"1980-12-01","1980-12-01","BRA.PA.02",324.4
"1980-12-01","1980-12-01","BRA.PA.03",386.2
"1980-12-01","1980-12-01","BRA.PA.04",311.5
"1980-12-01","1980-12-01","BRA.PA.05",473.4
"1980-12-01","1980-12-01","BRA.PA.06",411.9
"1980-12-01","1980-12-01","BRA.PB.01",127.7
"1980-12-01","1980-12-01","BRA.PB.02",74.1
"1980-12-01","1980-12-01","BRA.PB.03",116.7
"1980-12-01","1980-12-01","BRA.PB.04",243
"1980-12-01","1980-12-01","BRA.PE.01",164
"1980-12-01","1980-12-01","BRA.PE.02",122
"1980-12-01","1980-12-01","BRA.PE.03",184.5
"1980-12-01","1980-12-01","BRA.PE.04",332.9
"1980-12-01","1980-12-01","BRA.PE.05",341.4
"1980-12-01","1980-12-01","BRA.PI.01",141.8
"1980-12-01","1980-12-01","BRA.PI.02",180.6
"1980-12-01","1980-12-01","BRA.PI.03",354.9
"1980-12-01","1980-12-01","BRA.PI.04",185
"1980-12-01","1980-12-01","BRA.PR.01",531.5
"1980-12-01","1980-12-01","BRA.PR.02",564.9
"1980-12-01","1980-12-01","BRA.PR.03",570.2
"1980-12-01","1980-12-01","BRA.PR.04",574.2
"1980-12-01","1980-12-01","BRA.PR.05",603
"1980-12-01","1980-12-01","BRA.PR.06",526.3
"1980-12-01","1980-12-01","BRA.PR.07",547.9
"1980-12-01","1980-12-01","BRA.PR.08",587.1
"1980-12-01","1980-12-01","BRA.PR.09",601.1
"1980-12-01","1980-12-01","BRA.PR.10",625.7
"1980-12-01","1980-12-01","BRA.RJ.01",488.9
"1980-12-01","1980-12-01","BRA.RJ.02",457.2
"1980-12-01","1980-12-01","BRA.RJ.03",504.3
"1980-12-01","1980-12-01","BRA.RJ.04",519
"1980-12-01","1980-12-01","BRA.RJ.05",530.2
"1980-12-01","1980-12-01","BRA.RJ.06",511
"1980-12-01","1980-12-01","BRA.RN.01",59.9
"1980-12-01","1980-12-01","BRA.RN.02",57.5
"1980-12-01","1980-12-01","BRA.RN.03",98.5
"1980-12-01","1980-12-01","BRA.RN.04",177.4
"1980-12-01","1980-12-01","BRA.RO.01",510
"1980-12-01","1980-12-01","BRA.RO.02",473
"1980-12-01","1980-12-01","BRA.RR.01",459.9
"1980-12-01","1980-12-01","BRA.RR.02",471.1
"1980-12-01","1980-12-01","BRA.RS.01",564.3
"1980-12-01","1980-12-01","BRA.RS.02",580.5
"1980-12-01","1980-12-01","BRA.RS.03",592.8
"1980-12-01","1980-12-01","BRA.RS.04",571.9
"1980-12-01","1980-12-01","BRA.RS.05",537.1
"1980-12-01","1980-12-01","BRA.RS.06",584.6
"1980-12-01","1980-12-01","BRA.RS.07",539.5
"1980-12-01","1980-12-01","BRA.SC.01",575.2
"1980-12-01","1980-12-01","BRA.SC.02",610.5
"1980-12-01","1980-12-01","BRA.SC.03",590.1
"1980-12-01","1980-12-01","BRA.SC.04",606.8
"1980-12-01","1980-12-01","BRA.SC.05",590.1
"1980-12-01","1980-12-01","BRA.SC.06",566.6
"1980-12-01","1980-12-01","BRA.SE.01",179.8
"1980-12-01","1980-12-01","BRA.SE.02",249.1
"1980-12-01","1980-12-01","BRA.SE.03",289.7
"1980-12-01","1980-12-01","BRA.SP.01",447.5
"1980-12-01","1980-12-01","BRA.SP.02",524
"1980-12-01","1980-12-01","BRA.SP.03",456
"1980-12-01","1980-12-01","BRA.SP.04",522.6
"1980-12-01","1980-12-01","BRA.SP.05",493.6
"1980-12-01","1980-12-01","BRA.SP.06",505.5
"1980-12-01","1980-12-01","BRA.SP.07",520.9
"1980-12-01","1980-12-01","BRA.SP.08",513.9
"1980-12-01","1980-12-01","BRA.SP.09",522.1
"1980-12-01","1980-12-01","BRA.SP.10",552.8
"1980-12-01","1980-12-01","BRA.SP.11",570.4
"1980-12-01","1980-12-01","BRA.SP.12",554.9
"1980-12-01","1980-12-01","BRA.SP.13",569.4
"1980-12-01","1980-12-01","BRA.SP.14",597.7
"1980-12-01","1980-12-01","BRA.SP.15",581.6
"1980-12-01","1980-12-01","BRA.TO.01",517.6
"1980-12-01","1980-12-01","BRA.TO.02",608.9
"1981-01-01","1981-01-01","BRA.AC.01",544.6
"1981-01-01","1981-01-01","BRA.AC.02",593.1
"1981-01-01","1981-01-01","BRA.AL.01",137.5
"1981-01-01","1981-01-01","BRA.AL.02",203.4
"1981-01-01","1981-01-01","BRA.AL.03",314.1
"1981-01-01","1981-01-01","BRA.AM.01",543.1
"1981-01-01","1981-01-01","BRA.AM.02",602.1
"1981-01-01","1981-01-01","BRA.AM.03",583.1
"1981-01-01","1981-01-01","BRA.AM.04",608.1
"1981-01-01","1981-01-01","BRA.AP.01",497.6
"1981-01-01","1981-01-01","BRA.AP.02",402.1
"1981-01-01","1981-01-01","BRA.BA.01",549.3
"1981-01-01","1981-01-01","BRA.BA.02",277
"1981-01-01","1981-01-01","BRA.BA.03",258.5
"1981-01-01","1981-01-01","BRA.BA.04",170.4
"1981-01-01","1981-01-01","BRA.BA.05",341.2
"1981-01-01","1981-01-01","BRA.BA.06",365.4
"1981-01-01","1981-01-01","BRA.BA.07",421.1
"1981-01-01","1981-01-01","BRA.CE.01",95
"1981-01-01","1981-01-01","BRA.CE.02",73.5
"1981-01-01","1981-01-01","BRA.CE.03",93.6
"1981-01-01","1981-01-01","BRA.CE.04",92.9
"1981-01-01","1981-01-01","BRA.CE.05",77.9
"1981-01-01","1981-01-01","BRA.CE.06",187.7
"1981-01-01","1981-01-01","BRA.CE.07",253.5
"1981-01-01","1981-01-01","BRA.DF.01",580.4
"1981-01-01","1981-01-01","BRA.ES.01",512.5
"1981-01-01","1981-01-01","BRA.ES.02",496.8
"1981-01-01","1981-01-01","BRA.ES.03",541.9
"1981-01-01","1981-01-01","BRA.ES.04",557.2
"1981-01-01","1981-01-01","BRA.GO.01",643
"1981-01-01","1981-01-01","BRA.GO.02",652.3
"1981-01-01","1981-01-01","BRA.GO.03",592.5
"1981-01-01","1981-01-01","BRA.GO.04",599.7
"1981-01-01","1981-01-01","BRA.GO.05",538
"1981-01-01","1981-01-01","BRA.MA.01",245.9
"1981-01-01","1981-01-01","BRA.MA.02",380
"1981-01-01","1981-01-01","BRA.MA.03",398.8
"1981-01-01","1981-01-01","BRA.MA.04",323.5
"1981-01-01","1981-01-01","BRA.MA.05",526.5
"1981-01-01","1981-01-01","BRA.MG.01",587.2
"1981-01-01","1981-01-01","BRA.MG.02",505.3
"1981-01-01","1981-01-01","BRA.MG.03",484.1
"1981-01-01","1981-01-01","BRA.MG.04",477
"1981-01-01","1981-01-01","BRA.MG.05",586.1
"1981-01-01","1981-01-01","BRA.MG.06",580.8
"1981-01-01","1981-01-01","BRA.MG.07",615.8
"1981-01-01","1981-01-01","BRA.MG.08",553.5
"1981-01-01","1981-01-01","BRA.MG.09",615.8
"1981-01-01","1981-01-01","BRA.MG.10",608.7
"1981-01-01","1981-01-01","BRA.MG.11",599.3
"1981-01-01","1981-01-01","BRA.MG.12",588.7
"1981-01-01","1981-01-01","BRA.MS.01",513.2
"1981-01-01","1981-01-01","BRA.MS.02",582
"1981-01-01","1981-01-01","BRA.MS.03",569.5
"1981-01-01","1981-01-01","BRA.MS.04",527.1
"1981-01-01","1981-01-01","BRA.MT.01",652.1
"1981-01-01","1981-01-01","BRA.MT.02",656.6
"1981-01-01","1981-01-01","BRA.MT.03",568.4
"1981-01-01","1981-01-01","BRA.MT.04",520.4
"1981-01-01","1981-01-01","BRA.MT.05",630.3
"1981-01-01","1981-01-01","BRA.PA.01",392.6
"1981-01-01","1981-01-01","BRA.PA.02",446.4
"1981-01-01","1981-01-01","BRA.PA.03",469.7
"1981-01-01","1981-01-01","BRA.PA.04",402.7
"1981-01-01","1981-01-01","BRA.PA.05",540.5
"1981-01-01","1981-01-01","BRA.PA.06",547.2
"1981-01-01","1981-01-01","BRA.PB.01",151.3
"1981-01-01","1981-01-01","BRA.PB.02",95
"1981-01-01","1981-01-01","BRA.PB.03",118.5
"1981-01-01","1981-01-01","BRA.PB.04",231.6
"1981-01-01","1981-01-01","BRA.PE.01",183.3
"1981-01-01","1981-01-01","BRA.PE.02",137.1
"1981-01-01","1981-01-01","BRA.PE.03",180.3
"1981-01-01","1981-01-01","BRA.PE.04",325.7
"1981-01-01","1981-01-01","BRA.PE.05",332.9
"1981-01-01","1981-01-01","BRA.PI.01",203.1
"1981-01-01","1981-01-01","BRA.PI.02",245.4
"1981-01-01","1981-01-01","BRA.PI.03",439.1
"1981-01-01","1981-01-01","BRA.PI.04",227.3
"1981-01-01","1981-01-01","BRA.PR.01",511
"1981-01-01","1981-01-01","BRA.PR.02",545.9
"1981-01-01","1981-01-01","BRA.PR.03",576.5
"1981-01-01","1981-01-01","BRA.PR.04",599.6
"1981-01-01","1981-01-01","BRA.PR.05",616.5
"1981-01-01","1981-01-01","BRA.PR.06",488.2
"1981-01-01","1981-01-01","BRA.PR.07",515
"1981-01-01","1981-01-01","BRA.PR.08",570.9
"1981-01-01","1981-01-01","BRA.PR.09",602
"1981-01-01","1981-01-01","BRA.PR.10",648.8
"1981-01-01","1981-01-01","BRA.RJ.01",546.6
"1981-01-01","1981-01-01","BRA.RJ.02",482.1
"1981-01-01","1981-01-01","BRA.RJ.03",551.5
"1981-01-01","1981-01-01","BRA.RJ.04",540.4
"1981-01-01","1981-01-01","BRA.RJ.05",577.1
"1981-01-01","1981-01-01","BRA.RJ.06",541.6
"1981-01-01","1981-01-01","BRA.RN.01",74.3
"1981-01-01","1981-01-01","BRA.RN.02",79.7
"1981-01-01","1981-01-01","BRA.RN.03",94.9
"1981-01-01","1981-01-01","BRA.RN.04",152.9
"1981-01-01","1981-01-01","BRA.RO.01",567.8
"1981-01-01","1981-01-01","BRA.RO.02",574.2
"1981-01-01","1981-01-01","BRA.RR.01",402.3
"1981-01-01","1981-01-01","BRA.RR.02",443.9
"1981-01-01","1981-01-01","BRA.RS.01",525.3
"1981-01-01","1981-01-01","BRA.RS.02",579.3
"1981-01-01","1981-01-01","BRA.RS.03",553.5
"1981-01-01","1981-01-01","BRA.RS.04",549
"1981-01-01","1981-01-01","BRA.RS.05",532.9
"1981-01-01","1981-01-01","BRA.RS.06",551.4
"1981-01-01","1981-01-01","BRA.RS.07",508.3
"1981-01-01","1981-01-01","BRA.SC.01",549.8
"1981-01-01","1981-01-01","BRA.SC.02",625.1
"1981-01-01","1981-01-01","BRA.SC.03",598.1
"1981-01-01","1981-01-01","BRA.SC.04",628
"1981-01-01","1981-01-01","BRA.SC.05",618.7
"1981-01-01","1981-01-01","BRA.SC.06",594.4
"1981-01-01","1981-01-01","BRA.SE.01",155.9
"1981-01-01","1981-01-01","BRA.SE.02",217
"1981-01-01","1981-01-01","BRA.SE.03",259.2
"1981-01-01","1981-01-01","BRA.SP.01",530.9
"1981-01-01","1981-01-01","BRA.SP.02",617.4
"1981-01-01","1981-01-01","BRA.SP.03",522.1
"1981-01-01","1981-01-01","BRA.SP.04",588.3
"1981-01-01","1981-01-01","BRA.SP.05",578.1
"1981-01-01","1981-01-01","BRA.SP.06",581
"1981-01-01","1981-01-01","BRA.SP.07",591.1
"1981-01-01","1981-01-01","BRA.SP.08",553.6
"1981-01-01","1981-01-01","BRA.SP.09",577
"1981-01-01","1981-01-01","BRA.SP.10",593.5
"1981-01-01","1981-01-01","BRA.SP.11",619.6
"1981-01-01","1981-01-01","BRA.SP.12",608.9
"1981-01-01","1981-01-01","BRA.SP.13",603.1
"1981-01-01","1981-01-01","BRA.SP.14",648.9
"1981-01-01","1981-01-01","BRA.SP.15",620.7
"1981-01-01","1981-01-01","BRA.TO.01",624.6
"1981-01-01","1981-01-01","BRA.TO.02",660.3
"1981-02-01","1981-02-01","BRA.AC.01",573.3
"1981-02-01","1981-02-01","BRA.AC.02",607.5
"1981-02-01","1981-02-01","BRA.AL.01",119.4
"1981-02-01","1981-02-01","BRA.AL.02",175.7
"1981-02-01","1981-02-01","BRA.AL.03",290.6
"1981-02-01","1981-02-01","BRA.AM.01",574.7
"1981-02-01","1981-02-01","BRA.AM.02",647
"1981-02-01","1981-02-01","BRA.AM.03",619.1
"1981-02-01","1981-02-01","BRA.AM.04",632.3
"1981-02-01","1981-02-01","BRA.AP.01",544.1
"1981-02-01","1981-02-01","BRA.AP.02",495.3
"1981-02-01","1981-02-01","BRA.BA.01",495.2
"1981-02-01","1981-02-01","BRA.BA.02",239.8
"1981-02-01","1981-02-01","BRA.BA.03",230.9
"1981-02-01","1981-02-01","BRA.BA.04",144.1
"1981-02-01","1981-02-01","BRA.BA.05",305.2
"1981-02-01","1981-02-01","BRA.BA.06",325.3
"1981-02-01","1981-02-01","BRA.BA.07",380.1
"1981-02-01","1981-02-01","BRA.CE.01",122.2
"1981-02-01","1981-02-01","BRA.CE.02",89.1
"1981-02-01","1981-02-01","BRA.CE.03",110.6
"1981-02-01","1981-02-01","BRA.CE.04",115.8
"1981-02-01","1981-02-01","BRA.CE.05",102
"1981-02-01","1981-02-01","BRA.CE.06",232.2
"1981-02-01","1981-02-01","BRA.CE.07",247.9
"1981-02-01","1981-02-01","BRA.DF.01",564
"1981-02-01","1981-02-01","BRA.ES.01",434.8
"1981-02-01","1981-02-01","BRA.ES.02",412.4
"1981-02-01","1981-02-01","BRA.ES.03",469
"1981-02-01","1981-02-01","BRA.ES.04",486.8
"1981-02-01","1981-02-01","BRA.GO.01",597.6
"1981-02-01","1981-02-01","BRA.GO.02",601.9
"1981-02-01","1981-02-01","BRA.GO.03",557
"1981-02-01","1981-02-01","BRA.GO.04",568.5
"1981-02-01","1981-02-01","BRA.GO.05",522
"1981-02-01","1981-02-01","BRA.MA.01",315.7
"1981-02-01","1981-02-01","BRA.MA.02",457.2
"1981-02-01","1981-02-01","BRA.MA.03",462.7
"1981-02-01","1981-02-01","BRA.MA.04",365.2
"1981-02-01","1981-02-01","BRA.MA.05",509.6
"1981-02-01","1981-02-01","BRA.MG.01",555.3
"1981-02-01","1981-02-01","BRA.MG.02",459.2
"1981-02-01","1981-02-01","BRA.MG.03",430.4
"1981-02-01","1981-02-01","BRA.MG.04",417.4
"1981-02-01","1981-02-01","BRA.MG.05",557
"1981-02-01","1981-02-01","BRA.MG.06",544.4
"1981-02-01","1981-02-01","BRA.MG.07",558.7
"1981-02-01","1981-02-01","BRA.MG.08",501.4
"1981-02-01","1981-02-01","BRA.MG.09",585.2
"1981-02-01","1981-02-01","BRA.MG.10",589.8
"1981-02-01","1981-02-01","BRA.MG.11",571.4
"1981-02-01","1981-02-01","BRA.MG.12",544.1
"1981-02-01","1981-02-01","BRA.MS.01",531.1
"1981-02-01","1981-02-01","BRA.MS.02",573
"1981-02-01","1981-02-01","BRA.MS.03",530.6
"1981-02-01","1981-02-01","BRA.MS.04",512.1
"1981-02-01","1981-02-01","BRA.MT.01",639.4
"1981-02-01","1981-02-01","BRA.MT.02",628.6
"1981-02-01","1981-02-01","BRA.MT.03",614.7
"1981-02-01","1981-02-01","BRA.MT.04",571.4
"1981-02-01","1981-02-01","BRA.MT.05",623.4
"1981-02-01","1981-02-01","BRA.PA.01",473.8
"1981-02-01","1981-02-01","BRA.PA.02",545.3
"1981-02-01","1981-02-01","BRA.PA.03",522.2
"1981-02-01","1981-02-01","BRA.PA.04",487.3
"1981-02-01","1981-02-01","BRA.PA.05",548.7
"1981-02-01","1981-02-01","BRA.PA.06",587.3
"1981-02-01","1981-02-01","BRA.PB.01",176.4
"1981-02-01","1981-02-01","BRA.PB.02",109
"1981-02-01","1981-02-01","BRA.PB.03",129
"1981-02-01","1981-02-01","BRA.PB.04",238.6
"1981-02-01","1981-02-01","BRA.PE.01",173.1
"1981-02-01","1981-02-01","BRA.PE.02",126.4
"1981-02-01","1981-02-01","BRA.PE.03",172.1
"1981-02-01","1981-02-01","BRA.PE.04",319.2
"1981-02-01","1981-02-01","BRA.PE.05",330.2
"1981-02-01","1981-02-01","BRA.PI.01",282.9
"1981-02-01","1981-02-01","BRA.PI.02",271.1
"1981-02-01","1981-02-01","BRA.PI.03",412.2
"1981-02-01","1981-02-01","BRA.PI.04",216.6
"1981-02-01","1981-02-01","BRA.PR.01",460.4
"1981-02-01","1981-02-01","BRA.PR.02",491.1
"1981-02-01","1981-02-01","BRA.PR.03",531.3
"1981-02-01","1981-02-01","BRA.PR.04",556.7
"1981-02-01","1981-02-01","BRA.PR.05",565.8
"1981-02-01","1981-02-01","BRA.PR.06",437.9
"1981-02-01","1981-02-01","BRA.PR.07",465.6
"1981-02-01","1981-02-01","BRA.PR.08",518.1
"1981-02-01","1981-02-01","BRA.PR.09",547.7
"1981-02-01","1981-02-01","BRA.PR.10",597.1
"1981-02-01","1981-02-01","BRA.RJ.01",477.2
"1981-02-01","1981-02-01","BRA.RJ.02",410.6
"1981-02-01","1981-02-01","BRA.RJ.03",502.4
"1981-02-01","1981-02-01","BRA.RJ.04",488
"1981-02-01","1981-02-01","BRA.RJ.05",533
"1981-02-01","1981-02-01","BRA.RJ.06",498.9
"1981-02-01","1981-02-01","BRA.RN.01",92.9
"1981-02-01","1981-02-01","BRA.RN.02",98.5
"1981-02-01","1981-02-01","BRA.RN.03",111.6
"1981-02-01","1981-02-01","BRA.RN.04",173
"1981-02-01","1981-02-01","BRA.RO.01",617.7
"1981-02-01","1981-02-01","BRA.RO.02",623.7
"1981-02-01","1981-02-01","BRA.RR.01",360.9
"1981-02-01","1981-02-01","BRA.RR.02",435.4
"1981-02-01","1981-02-01","BRA.RS.01",496.5
"1981-02-01","1981-02-01","BRA.RS.02",570.5
"1981-02-01","1981-02-01","BRA.RS.03",535.2
"1981-02-01","1981-02-01","BRA.RS.04",545.2
"1981-02-01","1981-02-01","BRA.RS.05",534.6
"1981-02-01","1981-02-01","BRA.RS.06",548.5
"1981-02-01","1981-02-01","BRA.RS.07",513.2
"1981-02-01","1981-02-01","BRA.SC.01",506.8
"1981-02-01","1981-02-01","BRA.SC.02",573.6
"1981-02-01","1981-02-01","BRA.SC.03",566.7
"1981-02-01","1981-02-01","BRA.SC.04",580.6
"1981-02-01","1981-02-01","BRA.SC.05",577
"1981-02-01","1981-02-01","BRA.SC.06",580.5
"1981-02-01","1981-02-01","BRA.SE.01",133.9
"1981-02-01","1981-02-01","BRA.SE.02",193.4
"1981-02-01","1981-02-01","BRA.SE.03",238.9
"1981-02-01","1981-02-01","BRA.SP.01",503.9
"1981-02-01","1981-02-01","BRA.SP.02",594.4
"1981-02-01","1981-02-01","BRA.SP.03",468.5
"1981-02-01","1981-02-01","BRA.SP.04",565.4
"1981-02-01","1981-02-01","BRA.SP.05",568.7
"1981-02-01","1981-02-01","BRA.SP.06",581
"1981-02-01","1981-02-01","BRA.SP.07",587.7
"1981-02-01","1981-02-01","BRA.SP.08",496.2
"1981-02-01","1981-02-01","BRA.SP.09",537.5
"1981-02-01","1981-02-01","BRA.SP.10",551.7
"1981-02-01","1981-02-01","BRA.SP.11",602.2
"1981-02-01","1981-02-01","BRA.SP.12",609.1
"1981-02-01","1981-02-01","BRA.SP.13",559.4
"1981-02-01","1981-02-01","BRA.SP.14",635.6
"1981-02-01","1981-02-01","BRA.SP.15",595.4
"1981-02-01","1981-02-01","BRA.TO.01",609.5
"1981-02-01","1981-02-01","BRA.TO.02",611.6
"1981-03-01","1981-03-01","BRA.AC.01",569.4
"1981-03-01","1981-03-01","BRA.AC.02",598.2
"1981-03-01","1981-03-01","BRA.AL.01",213.6
"1981-03-01","1981-03-01","BRA.AL.02",234.1
"1981-03-01","1981-03-01","BRA.AL.03",332.2
"1981-03-01","1981-03-01","BRA.AM.01",584.3
"1981-03-01","1981-03-01","BRA.AM.02",643.7
"1981-03-01","1981-03-01","BRA.AM.03",580.8
"1981-03-01","1981-03-01","BRA.AM.04",632.5
"1981-03-01","1981-03-01","BRA.AP.01",552.6
"1981-03-01","1981-03-01","BRA.AP.02",523.7
"1981-03-01","1981-03-01","BRA.BA.01",544.9
"1981-03-01","1981-03-01","BRA.BA.02",343.3
"1981-03-01","1981-03-01","BRA.BA.03",397.9
"1981-03-01","1981-03-01","BRA.BA.04",322.4
"1981-03-01","1981-03-01","BRA.BA.05",394.5
"1981-03-01","1981-03-01","BRA.BA.06",427.3
"1981-03-01","1981-03-01","BRA.BA.07",461.9
"1981-03-01","1981-03-01","BRA.CE.01",281.4
"1981-03-01","1981-03-01","BRA.CE.02",253.7
"1981-03-01","1981-03-01","BRA.CE.03",311.6
"1981-03-01","1981-03-01","BRA.CE.04",268.8
"1981-03-01","1981-03-01","BRA.CE.05",244.8
"1981-03-01","1981-03-01","BRA.CE.06",400.2
"1981-03-01","1981-03-01","BRA.CE.07",374.3
"1981-03-01","1981-03-01","BRA.DF.01",584.2
"1981-03-01","1981-03-01","BRA.ES.01",504.2
"1981-03-01","1981-03-01","BRA.ES.02",484.1
"1981-03-01","1981-03-01","BRA.ES.03",530.4
"1981-03-01","1981-03-01","BRA.ES.04",544.6
"1981-03-01","1981-03-01","BRA.GO.01",620.2
"1981-03-01","1981-03-01","BRA.GO.02",594.5
"1981-03-01","1981-03-01","BRA.GO.03",574.9
"1981-03-01","1981-03-01","BRA.GO.04",587.1
"1981-03-01","1981-03-01","BRA.GO.05",563.3
"1981-03-01","1981-03-01","BRA.MA.01",428
"1981-03-01","1981-03-01","BRA.MA.02",496
"1981-03-01","1981-03-01","BRA.MA.03",499.2
"1981-03-01","1981-03-01","BRA.MA.04",454.6
"1981-03-01","1981-03-01","BRA.MA.05",542.3
"1981-03-01","1981-03-01","BRA.MG.01",576.6
"1981-03-01","1981-03-01","BRA.MG.02",523
"1981-03-01","1981-03-01","BRA.MG.03",484.7
"1981-03-01","1981-03-01","BRA.MG.04",468.7
"1981-03-01","1981-03-01","BRA.MG.05",560.1
"1981-03-01","1981-03-01","BRA.MG.06",554.9
"1981-03-01","1981-03-01","BRA.MG.07",549.7
"1981-03-01","1981-03-01","BRA.MG.08",534.5
"1981-03-01","1981-03-01","BRA.MG.09",565.9
"1981-03-01","1981-03-01","BRA.MG.10",571.7
"1981-03-01","1981-03-01","BRA.MG.11",560
"1981-03-01","1981-03-01","BRA.MG.12",547.6
"1981-03-01","1981-03-01","BRA.MS.01",517.4
"1981-03-01","1981-03-01","BRA.MS.02",559.1
"1981-03-01","1981-03-01","BRA.MS.03",512.9
"1981-03-01","1981-03-01","BRA.MS.04",480.1
"1981-03-01","1981-03-01","BRA.MT.01",645.4
"1981-03-01","1981-03-01","BRA.MT.02",648.5
"1981-03-01","1981-03-01","BRA.MT.03",621.2
"1981-03-01","1981-03-01","BRA.MT.04",594.1
"1981-03-01","1981-03-01","BRA.MT.05",645.8
"1981-03-01","1981-03-01","BRA.PA.01",479.1
"1981-03-01","1981-03-01","BRA.PA.02",533.3
"1981-03-01","1981-03-01","BRA.PA.03",526.5
"1981-03-01","1981-03-01","BRA.PA.04",527.5
"1981-03-01","1981-03-01","BRA.PA.05",554.6
"1981-03-01","1981-03-01","BRA.PA.06",601.5
"1981-03-01","1981-03-01","BRA.PB.01",364.3
"1981-03-01","1981-03-01","BRA.PB.02",265.2
"1981-03-01","1981-03-01","BRA.PB.03",273.8
"1981-03-01","1981-03-01","BRA.PB.04",328.2
"1981-03-01","1981-03-01","BRA.PE.01",286.7
"1981-03-01","1981-03-01","BRA.PE.02",230
"1981-03-01","1981-03-01","BRA.PE.03",275
"1981-03-01","1981-03-01","BRA.PE.04",374
"1981-03-01","1981-03-01","BRA.PE.05",374.9
"1981-03-01","1981-03-01","BRA.PI.01",414.8
"1981-03-01","1981-03-01","BRA.PI.02",386.7
"1981-03-01","1981-03-01","BRA.PI.03",482.9
"1981-03-01","1981-03-01","BRA.PI.04",322.8
"1981-03-01","1981-03-01","BRA.PR.01",422.1
"1981-03-01","1981-03-01","BRA.PR.02",449.8
"1981-03-01","1981-03-01","BRA.PR.03",483
"1981-03-01","1981-03-01","BRA.PR.04",504.8
"1981-03-01","1981-03-01","BRA.PR.05",511.8
"1981-03-01","1981-03-01","BRA.PR.06",410.2
"1981-03-01","1981-03-01","BRA.PR.07",431.8
"1981-03-01","1981-03-01","BRA.PR.08",476.1
"1981-03-01","1981-03-01","BRA.PR.09",498.6
"1981-03-01","1981-03-01","BRA.PR.10",557.7
"1981-03-01","1981-03-01","BRA.RJ.01",504.7
